,street,city,zip,state,beds,baths,sq__ft,sale_date,price,latitude,longitude,type_Condo,type_Multi-Family,type_Residential
658,4008 GREY LIVERY WAY,ANTELOPE,95843,CA,3,2,1669,Fri May 16 00:00:00 EDT 2008,168750,38.71846,-121.370862,False,False,True
659,8920 ROSETTA CIR,SACRAMENTO,95826,CA,3,1,1029,Fri May 16 00:00:00 EDT 2008,168750,38.544374,-121.370874,False,False,True
660,8300 LICHEN DR,CITRUS HEIGHTS,95621,CA,3,1,1103,Fri May 16 00:00:00 EDT 2008,170000,38.71641,-121.306239,False,False,True
661,8884 AMBERJACK WAY,SACRAMENTO,95828,CA,3,2,2161,Fri May 16 00:00:00 EDT 2008,170250,38.479343,-121.372553,False,False,True
662,4480 VALLEY HI DR,SACRAMENTO,95823,CA,3,2,1650,Fri May 16 00:00:00 EDT 2008,173000,38.466781,-121.450955,False,False,True
663,2250 FOREBAY RD,POLLOCK PINES,95726,CA,3,1,1320,Fri May 16 00:00:00 EDT 2008,175000,38.77491,-120.597599,False,False,True
664,3529 FABERGE WAY,SACRAMENTO,95826,CA,3,2,1200,Fri May 16 00:00:00 EDT 2008,176095,38.553275,-121.346218,False,False,True
665,1792 DAWNELLE WAY,SACRAMENTO,95835,CA,3,2,1170,Fri May 16 00:00:00 EDT 2008,176250,38.68271,-121.501697,False,False,True
666,7800 TABARE CT,CITRUS HEIGHTS,95621,CA,3,2,1199,Fri May 16 00:00:00 EDT 2008,178000,38.70799,-121.302979,False,False,True
667,8531 HERMITAGE WAY,SACRAMENTO,95823,CA,4,2,1695,Fri May 16 00:00:00 EDT 2008,179000,38.448452,-121.428536,False,False,True
668,2421 BERRYWOOD DR,RANCHO CORDOVA,95670,CA,3,2,1157,Fri May 16 00:00:00 EDT 2008,180000,38.60868,-121.27849,False,False,True
669,1005 MORENO WAY,SACRAMENTO,95838,CA,3,2,1410,Fri May 16 00:00:00 EDT 2008,180000,38.646206,-121.442767,False,False,True
670,1675 VERNON ST Unit 24,ROSEVILLE,95678,CA,3,2,1174,Fri May 16 00:00:00 EDT 2008,180000,38.734136,-121.299639,False,False,True
671,24 WINDCHIME CT,SACRAMENTO,95823,CA,3,2,1593,Fri May 16 00:00:00 EDT 2008,181000,38.44617,-121.427824,False,False,True
672,540 HARLING CT,RIO LINDA,95673,CA,3,2,1093,Fri May 16 00:00:00 EDT 2008,182000,38.68279,-121.453509,False,False,True
673,1207 CRESCENDO DR,ROSEVILLE,95678,CA,3,2,1770,Fri May 16 00:00:00 EDT 2008,182587,38.72446,-121.292829,False,False,True
674,7577 EDDYLEE WAY,SACRAMENTO,95822,CA,4,2,1436,Fri May 16 00:00:00 EDT 2008,185074,38.48291,-121.491509,False,False,True
675,8369 FOPPIANO WAY,SACRAMENTO,95829,CA,3,2,1124,Fri May 16 00:00:00 EDT 2008,185833,38.453839,-121.357919,False,False,True
676,8817 SAWTELLE WAY,SACRAMENTO,95826,CA,4,2,1139,Fri May 16 00:00:00 EDT 2008,186785,38.565322,-121.374251,False,False,True
677,1910 BONAVISTA WAY,SACRAMENTO,95832,CA,3,2,1638,Fri May 16 00:00:00 EDT 2008,187000,38.476048,-121.494961,False,False,True
678,8 TIDE CT,SACRAMENTO,95833,CA,3,2,1328,Fri May 16 00:00:00 EDT 2008,188335,38.609864,-121.492304,False,False,True
679,8952 ROCKY CREEK CT,ELK GROVE,95758,CA,3,2,1273,Fri May 16 00:00:00 EDT 2008,190000,38.431239,-121.44001,False,False,True
680,435 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,1082,Fri May 16 00:00:00 EDT 2008,190000,38.659434,-121.455236,False,False,True
681,10105 MONTE VALLO CT,SACRAMENTO,95827,CA,4,2,1578,Fri May 16 00:00:00 EDT 2008,190000,38.573917,-121.316916,False,False,True
682,3930 ANNABELLE AVE,ROSEVILLE,95661,CA,2,1,796,Fri May 16 00:00:00 EDT 2008,190000,38.727609,-121.226494,False,False,True
683,4854 TANGERINE AVE,SACRAMENTO,95823,CA,3,2,1386,Fri May 16 00:00:00 EDT 2008,191250,38.478239,-121.446326,False,False,True
684,2909 SHAWN WAY,RANCHO CORDOVA,95670,CA,3,2,1452,Fri May 16 00:00:00 EDT 2008,193000,38.589925,-121.299059,False,False,True
685,4290 BLACKFORD WAY,SACRAMENTO,95823,CA,3,2,1513,Fri May 16 00:00:00 EDT 2008,193500,38.470494,-121.454162,False,False,True
687,7015 WOODSIDE DR,SACRAMENTO,95842,CA,4,2,1578,Fri May 16 00:00:00 EDT 2008,195000,38.693071,-121.332365,False,False,True
688,6019 CHESHIRE WAY,CITRUS HEIGHTS,95610,CA,4,3,1736,Fri May 16 00:00:00 EDT 2008,195000,38.676437,-121.279165,False,False,True
690,2561 VERNA WAY,SACRAMENTO,95821,CA,3,1,1473,Fri May 16 00:00:00 EDT 2008,195000,38.611055,-121.369964,False,False,True
691,3522 22ND AVE,SACRAMENTO,95820,CA,3,1,1150,Fri May 16 00:00:00 EDT 2008,198000,38.532725,-121.469078,False,False,True
692,2880 CANDIDO DR,SACRAMENTO,95833,CA,3,2,1127,Fri May 16 00:00:00 EDT 2008,199900,38.618019,-121.510215,False,False,True
693,6908 PIN OAK CT,FAIR OAKS,95628,CA,3,1,1144,Fri May 16 00:00:00 EDT 2008,200000,38.66424,-121.303675,False,False,True
694,5733 ANGELINA AVE,CARMICHAEL,95608,CA,3,1,972,Fri May 16 00:00:00 EDT 2008,201000,38.622634,-121.330846,False,False,True
695,7849 BONNY DOWNS WAY,ELK GROVE,95758,CA,4,2,2306,Fri May 16 00:00:00 EDT 2008,204918,38.42139,-121.411339,False,False,True
696,8716 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1479,Fri May 16 00:00:00 EDT 2008,205000,38.724083,-121.3584,False,False,True
697,6320 EL DORADO ST,EL DORADO,95623,CA,2,1,1040,Fri May 16 00:00:00 EDT 2008,205000,38.678758,-120.844118,False,False,True
698,2328 DOROTHY JUNE WAY,SACRAMENTO,95838,CA,3,2,1430,Fri May 16 00:00:00 EDT 2008,205878,38.641727,-121.412703,False,False,True
699,1986 DANVERS WAY,SACRAMENTO,95832,CA,4,2,1800,Fri May 16 00:00:00 EDT 2008,207000,38.47723,-121.492568,False,False,True
700,7901 GAZELLE TRAIL WAY,ANTELOPE,95843,CA,4,2,1953,Fri May 16 00:00:00 EDT 2008,207744,38.71174,-121.342675,False,False,True
701,6080 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1120,Fri May 16 00:00:00 EDT 2008,209000,38.681952,-121.505009,False,False,True
702,20 GROTH CIR,SACRAMENTO,95834,CA,3,2,1232,Fri May 16 00:00:00 EDT 2008,210000,38.640807,-121.533522,False,False,True
705,8442 KEUSMAN ST,ELK GROVE,95758,CA,4,2,2329,Fri May 16 00:00:00 EDT 2008,213750,38.449651,-121.414704,False,False,True
706,9552 SUNLIGHT LN,ELK GROVE,95758,CA,3,2,1351,Fri May 16 00:00:00 EDT 2008,215000,38.410561,-121.404327,False,False,True
708,1407 TIFFANY CIR,ROSEVILLE,95661,CA,4,1,1376,Fri May 16 00:00:00 EDT 2008,215000,38.736392,-121.2664,False,False,True
709,636 CRESTVIEW DR,DIAMOND SPRINGS,95619,CA,3,2,1300,Fri May 16 00:00:00 EDT 2008,216033,38.688255,-120.810235,False,False,True
710,1528 HESKET WAY,SACRAMENTO,95825,CA,4,2,1566,Fri May 16 00:00:00 EDT 2008,220000,38.593598,-121.403637,False,False,True
711,2327 32ND ST,SACRAMENTO,95817,CA,2,1,1115,Fri May 16 00:00:00 EDT 2008,220000,38.557433,-121.47034,False,False,True
712,1833 2ND AVE,SACRAMENTO,95818,CA,2,1,1032,Fri May 16 00:00:00 EDT 2008,220000,38.556818,-121.490669,False,False,True
713,7252 CARRIAGE DR,CITRUS HEIGHTS,95621,CA,4,2,1419,Fri May 16 00:00:00 EDT 2008,220000,38.698058,-121.294893,False,False,True
714,9815 PASO FINO WAY,ELK GROVE,95757,CA,3,2,1261,Fri May 16 00:00:00 EDT 2008,220000,38.404888,-121.443998,False,False,True
715,5532 ENGLE RD,CARMICHAEL,95608,CA,2,2,1637,Fri May 16 00:00:00 EDT 2008,220702,38.63173,-121.335286,False,False,True
716,1139 CLINTON RD,SACRAMENTO,95825,CA,4,2,1776,Fri May 16 00:00:00 EDT 2008,221250,38.585291,-121.406824,False,True,False
717,9176 SAGE GLEN WAY,ELK GROVE,95758,CA,3,2,1338,Fri May 16 00:00:00 EDT 2008,222000,38.423913,-121.439115,False,False,True
719,9264 BOULDER RIVER WAY,ELK GROVE,95624,CA,5,2,2254,Fri May 16 00:00:00 EDT 2008,222750,38.421713,-121.345191,False,False,True
720,320 GROTH CIR,SACRAMENTO,95834,CA,3,2,1441,Fri May 16 00:00:00 EDT 2008,225000,38.638882,-121.531883,False,False,True
721,137 GUNNISON AVE,SACRAMENTO,95838,CA,4,2,1991,Fri May 16 00:00:00 EDT 2008,225000,38.650729,-121.466483,False,False,True
722,8209 RIVALLO WAY,SACRAMENTO,95829,CA,4,3,2126,Fri May 16 00:00:00 EDT 2008,228750,38.459524,-121.3501,False,False,True
723,8637 PERIWINKLE CIR,ELK GROVE,95624,CA,3,2,1094,Fri May 16 00:00:00 EDT 2008,229000,38.443184,-121.364388,False,False,True
724,3425 MEADOW WAY,ROCKLIN,95677,CA,3,2,1462,Fri May 16 00:00:00 EDT 2008,230095,38.798028,-121.235364,False,False,True
725,107 JARVIS CIR,SACRAMENTO,95834,CA,5,3,2258,Fri May 16 00:00:00 EDT 2008,232500,38.639891,-121.537603,False,False,True
726,2319 THORES ST,RANCHO CORDOVA,95670,CA,3,2,1074,Fri May 16 00:00:00 EDT 2008,233000,38.59675,-121.312716,False,False,True
727,8935 MOUNTAIN HOME CT,ELK GROVE,95624,CA,4,2,2111,Fri May 16 00:00:00 EDT 2008,233500,38.38751,-121.370276,False,False,True
728,2566 SERENATA WAY,SACRAMENTO,95835,CA,3,2,1686,Fri May 16 00:00:00 EDT 2008,239000,38.671556,-121.520916,False,False,True
729,4085 COUNTRY DR,ANTELOPE,95843,CA,4,3,1915,Fri May 16 00:00:00 EDT 2008,240000,38.706209,-121.369509,False,False,True
730,9297 TROUT WAY,ELK GROVE,95624,CA,4,2,2367,Fri May 16 00:00:00 EDT 2008,240000,38.420637,-121.375798,False,False,True
731,7 ARCHIBALD CT,SACRAMENTO,95823,CA,3,2,1962,Fri May 16 00:00:00 EDT 2008,240971,38.443305,-121.435296,False,False,True
732,11130 EEL RIVER CT,RANCHO CORDOVA,95670,CA,2,2,1406,Fri May 16 00:00:00 EDT 2008,242000,38.625932,-121.271517,False,False,True
733,8323 REDBANK WAY,SACRAMENTO,95829,CA,3,2,1789,Fri May 16 00:00:00 EDT 2008,243450,38.455753,-121.349273,False,False,True
734,16 BRONCO CREEK CT,SACRAMENTO,95835,CA,4,2,1876,Fri May 16 00:00:00 EDT 2008,243500,38.674226,-121.525497,False,False,True
735,8316 NORTHAM DR,ANTELOPE,95843,CA,3,2,1235,Fri May 16 00:00:00 EDT 2008,246544,38.720767,-121.376678,False,False,True
736,4240 WINJE DR,ANTELOPE,95843,CA,4,2,2504,Fri May 16 00:00:00 EDT 2008,246750,38.70884,-121.359559,False,False,True
738,5118 ROBANDER ST,CARMICHAEL,95608,CA,3,2,1676,Fri May 16 00:00:00 EDT 2008,247000,38.657267,-121.310352,False,False,True
739,5976 KYLENCH CT,CITRUS HEIGHTS,95621,CA,3,2,1367,Fri May 16 00:00:00 EDT 2008,249000,38.708966,-121.32467,False,False,True
740,9247 DELAIR WAY,ELK GROVE,95758,CA,4,3,1899,Fri May 16 00:00:00 EDT 2008,249000,38.422241,-121.458022,False,False,True
741,9054 DESCENDANT DR,ELK GROVE,95758,CA,3,2,1636,Fri May 16 00:00:00 EDT 2008,250000,38.428852,-121.415628,False,False,True
742,3450 WHITNOR CT,SACRAMENTO,95821,CA,3,2,1828,Fri May 16 00:00:00 EDT 2008,250000,38.627698,-121.369698,False,False,True
744,9355 MATADOR WAY,SACRAMENTO,95826,CA,4,2,1438,Fri May 16 00:00:00 EDT 2008,252000,38.555633,-121.350691,False,False,True
745,8671 SUMMER SUN WAY,ELK GROVE,95624,CA,3,2,1451,Fri May 16 00:00:00 EDT 2008,255000,38.442845,-121.373272,False,False,True
746,1890 GENEVA PL,SACRAMENTO,95825,CA,3,1,1520,Fri May 16 00:00:00 EDT 2008,255000,38.599449,-121.400305,False,False,True
747,1813 AVENIDA MARTINA,ROSEVILLE,95747,CA,3,2,1506,Fri May 16 00:00:00 EDT 2008,255000,38.776649,-121.339589,False,False,True
748,191 BARNHART CIR,SACRAMENTO,95835,CA,4,2,2605,Fri May 16 00:00:00 EDT 2008,257200,38.675594,-121.515878,False,False,True
749,6221 GREEN TOP WAY,ORANGEVALE,95662,CA,3,2,1196,Fri May 16 00:00:00 EDT 2008,260000,38.679409,-121.219107,False,False,True
750,2298 PRIMROSE LN,LINCOLN,95648,CA,3,2,1621,Fri May 16 00:00:00 EDT 2008,260000,38.89918,-121.322514,False,False,True
751,5635 LOS PUEBLOS WAY,SACRAMENTO,95835,CA,3,2,1811,Fri May 16 00:00:00 EDT 2008,263500,38.679191,-121.537622,False,False,True
752,10165 LOFTON WAY,ELK GROVE,95757,CA,3,2,1540,Fri May 16 00:00:00 EDT 2008,266510,38.387708,-121.436522,False,False,True
758,9949 NESTLING CIR,ELK GROVE,95757,CA,3,2,1543,Fri May 16 00:00:00 EDT 2008,275000,38.397455,-121.468391,False,False,True
759,2915 HOLDREGE WAY,SACRAMENTO,95835,CA,5,3,2494,Fri May 16 00:00:00 EDT 2008,276000,38.663728,-121.525833,False,False,True
760,2678 BRIARTON DR,LINCOLN,95648,CA,3,2,1650,Fri May 16 00:00:00 EDT 2008,276500,38.844116,-121.274806,False,False,True
761,294 SPARROW DR,GALT,95632,CA,4,3,2214,Fri May 16 00:00:00 EDT 2008,278000,38.258976,-121.321266,False,False,True
762,2987 DIORITE WAY,SACRAMENTO,95835,CA,5,3,2280,Fri May 16 00:00:00 EDT 2008,279000,38.667332,-121.528276,False,False,True
763,6326 APPIAN WAY,CARMICHAEL,95608,CA,3,2,1443,Fri May 16 00:00:00 EDT 2008,280000,38.66266,-121.316858,False,False,True
764,6905 COBALT WAY,CITRUS HEIGHTS,95621,CA,4,2,1582,Fri May 16 00:00:00 EDT 2008,280000,38.691393,-121.305215,False,False,True
765,8986 HAFLINGER WAY,ELK GROVE,95757,CA,3,2,1857,Fri May 16 00:00:00 EDT 2008,285000,38.397923,-121.450219,False,False,True
766,2916 BABSON DR,ELK GROVE,95758,CA,3,2,1735,Fri May 16 00:00:00 EDT 2008,288000,38.417191,-121.473897,False,False,True
767,10133 NEBBIOLO CT,ELK GROVE,95624,CA,4,3,2096,Fri May 16 00:00:00 EDT 2008,289000,38.391085,-121.347231,False,False,True
768,1103 COMMONS DR,SACRAMENTO,95825,CA,3,2,1720,Fri May 16 00:00:00 EDT 2008,290000,38.567865,-121.410699,False,False,True
769,4636 TEAL BAY CT,ANTELOPE,95843,CA,4,2,2160,Fri May 16 00:00:00 EDT 2008,290000,38.704554,-121.354753,False,False,True
770,1524 YOUNGS AVE,SACRAMENTO,95838,CA,4,2,1382,Fri May 16 00:00:00 EDT 2008,293996,38.644927,-121.43054,False,False,True
772,8463 TERRACOTTA CT,ELK GROVE,95624,CA,4,2,1721,Fri May 16 00:00:00 EDT 2008,294173,38.450548,-121.363002,False,False,True
773,5747 KING RD,LOOMIS,95650,CA,4,2,1328,Fri May 16 00:00:00 EDT 2008,295000,38.825096,-121.198432,False,False,True
775,9204 TROUT WAY,ELK GROVE,95624,CA,4,2,1982,Fri May 16 00:00:00 EDT 2008,298000,38.422221,-121.375799,False,False,True
776,1828 2ND AVE,SACRAMENTO,95818,CA,2,1,1144,Fri May 16 00:00:00 EDT 2008,299000,38.556844,-121.490769,False,False,True
777,1113 COMMONS DR,SACRAMENTO,95825,CA,2,2,1623,Fri May 16 00:00:00 EDT 2008,300000,38.567795,-121.410703,False,False,True
778,2341 BIG STRIKE TRL,COOL,95614,CA,3,2,1457,Fri May 16 00:00:00 EDT 2008,300000,38.905927,-120.975169,False,False,True
779,9452 RED SPRUCE WAY,ELK GROVE,95624,CA,6,3,2555,Fri May 16 00:00:00 EDT 2008,300000,38.404505,-121.346938,False,False,True
780,5776 TERRACE DR,ROCKLIN,95765,CA,3,2,1577,Fri May 16 00:00:00 EDT 2008,300567,38.800539,-121.260979,False,False,True
781,5908 MCLEAN DR,ELK GROVE,95757,CA,5,3,2592,Fri May 16 00:00:00 EDT 2008,303000,38.38912,-121.434389,False,False,True
782,8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,CA,3,2,1401,Fri May 16 00:00:00 EDT 2008,305000,38.715493,-121.26293,False,False,True
784,2949 PANAMA AVE,CARMICHAEL,95608,CA,3,2,1502,Fri May 16 00:00:00 EDT 2008,310000,38.618369,-121.326187,False,False,True
785,1356 HARTLEY WAY,FOLSOM,95630,CA,3,2,1327,Fri May 16 00:00:00 EDT 2008,310000,38.651617,-121.131674,False,False,True
786,633 HANISCH DR,ROSEVILLE,95678,CA,4,3,1800,Fri May 16 00:00:00 EDT 2008,310000,38.76349,-121.275881,False,False,True
787,63 ANGEL ISLAND CIR,SACRAMENTO,95831,CA,4,2,2169,Fri May 16 00:00:00 EDT 2008,311518,38.490408,-121.547664,False,False,True
788,1571 WILD OAK LN,LINCOLN,95648,CA,5,3,2457,Fri May 16 00:00:00 EDT 2008,312000,38.844144,-121.274174,False,False,True
790,5601 SPINDRIFT LN,ORANGEVALE,95662,CA,4,2,2004,Fri May 16 00:00:00 EDT 2008,315000,38.668289,-121.192316,False,False,True
791,652 FIFTEEN MILE DR,ROSEVILLE,95678,CA,4,3,2212,Fri May 16 00:00:00 EDT 2008,315000,38.775872,-121.298864,False,False,True
792,7921 DOE TRAIL WAY,ANTELOPE,95843,CA,5,3,3134,Fri May 16 00:00:00 EDT 2008,315000,38.711927,-121.343608,False,False,True
793,4204 LUSK DR,SACRAMENTO,95864,CA,3,2,1360,Fri May 16 00:00:00 EDT 2008,315000,38.606569,-121.368424,False,False,True
795,5608 ROSEDALE WAY,SACRAMENTO,95822,CA,3,2,1276,Fri May 16 00:00:00 EDT 2008,320000,38.525115,-121.518689,False,False,True
796,3372 BERETANIA WAY,SACRAMENTO,95834,CA,4,3,2962,Fri May 16 00:00:00 EDT 2008,322000,38.64977,-121.53448,False,False,True
797,2422 STEFANIE DR,ROCKLIN,95765,CA,4,2,1888,Fri May 16 00:00:00 EDT 2008,325000,38.82273,-121.26424,False,False,True
800,1214 DAWNWOOD DR,GALT,95632,CA,3,2,1548,Fri May 16 00:00:00 EDT 2008,328370,38.290119,-121.286023,False,False,True
802,3349 CORVINA DR,RANCHO CORDOVA,95670,CA,4,3,2109,Fri May 16 00:00:00 EDT 2008,330000,38.580545,-121.279016,False,False,True
803,10254 JULIANA WAY,SACRAMENTO,95827,CA,4,2,2484,Fri May 16 00:00:00 EDT 2008,331200,38.56803,-121.309966,False,False,True
804,149 OPUS CIR,SACRAMENTO,95834,CA,4,3,2258,Fri May 16 00:00:00 EDT 2008,332000,38.6354,-121.53499,False,False,True
805,580 REGENCY PARK CIR,SACRAMENTO,95835,CA,3,3,2212,Fri May 16 00:00:00 EDT 2008,334000,38.674864,-121.4958,False,False,True
806,5544 CAMAS CT,ORANGEVALE,95662,CA,3,2,1616,Fri May 16 00:00:00 EDT 2008,335000,38.667703,-121.209456,False,False,True
807,5102 ARCHCREST WAY,SACRAMENTO,95835,CA,4,2,2372,Fri May 16 00:00:00 EDT 2008,341000,38.66841,-121.494639,False,False,True
808,5725 BALFOR RD,ROCKLIN,95765,CA,5,3,2606,Fri May 16 00:00:00 EDT 2008,346375,38.807816,-121.270008,False,False,True
810,4821 HUTSON WAY,ELK GROVE,95757,CA,5,3,2877,Fri May 16 00:00:00 EDT 2008,349000,38.386239,-121.448159,False,False,True
811,4509 WINJE DR,ANTELOPE,95843,CA,3,2,2960,Fri May 16 00:00:00 EDT 2008,350000,38.709513,-121.359357,False,False,True
813,6709 ROSE BRIDGE DR,ROSEVILLE,95678,CA,3,2,2172,Fri May 16 00:00:00 EDT 2008,350000,38.792461,-121.275711,False,False,True
814,281 SPYGLASS HL,ROSEVILLE,95678,CA,3,2,2100,Fri May 16 00:00:00 EDT 2008,350000,38.762153,-121.283451,True,False,False
815,7709 RIVER VILLAGE DR,SACRAMENTO,95831,CA,3,2,1795,Fri May 16 00:00:00 EDT 2008,351000,38.483212,-121.54019,False,False,True
817,506 BEDFORD CT,ROSEVILLE,95661,CA,4,2,2295,Fri May 16 00:00:00 EDT 2008,360000,38.733985,-121.236766,False,False,True
818,9048 PINTO CANYON WAY,ROSEVILLE,95747,CA,4,3,2577,Fri May 16 00:00:00 EDT 2008,367463,38.792493,-121.331899,False,False,True
820,14004 WALNUT AVE,WALNUT GROVE,95690,CA,3,1,1727,Fri May 16 00:00:00 EDT 2008,380000,38.247659,-121.515129,False,False,True
821,6905 FRANKFORT CT,ELK GROVE,95758,CA,3,2,1485,Fri May 16 00:00:00 EDT 2008,380578,38.429139,-121.423444,False,False,True
822,3621 WINTUN DR,CARMICHAEL,95608,CA,3,2,1655,Fri May 16 00:00:00 EDT 2008,386222,38.629929,-121.323086,False,False,True
825,1975 SIDESADDLE WAY,ROSEVILLE,95661,CA,3,2,2049,Fri May 16 00:00:00 EDT 2008,395500,38.737872,-121.249025,False,False,True
827,9677 PILLITERI CT,ELK GROVE,95757,CA,5,3,2875,Fri May 16 00:00:00 EDT 2008,397000,38.405571,-121.445186,False,False,True
829,556 PLATT CIR,EL DORADO HILLS,95762,CA,4,2,2199,Fri May 16 00:00:00 EDT 2008,400000,38.656299,-121.079783,False,False,True
831,1124 PERKINS WAY,SACRAMENTO,95818,CA,2,1,1304,Fri May 16 00:00:00 EDT 2008,413500,38.551611,-121.504437,False,False,True
832,4748 SALEM WAY,CARMICHAEL,95608,CA,3,2,2334,Fri May 16 00:00:00 EDT 2008,415000,38.634111,-121.353376,False,False,True
833,1484 RADCLIFFE WAY,AUBURN,95603,CA,4,3,2278,Fri May 16 00:00:00 EDT 2008,420454,38.935579,-121.079018,False,False,True
834,51 AIKEN WAY,SACRAMENTO,95819,CA,3,1,1493,Fri May 16 00:00:00 EDT 2008,425000,38.579326,-121.44252,False,False,True
838,700 HUNTER PL,FOLSOM,95630,CA,5,3,2787,Fri May 16 00:00:00 EDT 2008,441000,38.66051,-121.163689,False,False,True
839,1240 FAY CIR,SACRAMENTO,95831,CA,5,3,2824,Fri May 16 00:00:00 EDT 2008,445000,38.506371,-121.514456,False,False,True
840,1113 SANDWICK WAY,FOLSOM,95630,CA,4,3,3261,Fri May 16 00:00:00 EDT 2008,446000,38.673882,-121.105077,False,False,True
841,3108 DELWOOD WAY,SACRAMENTO,95821,CA,4,2,2053,Fri May 16 00:00:00 EDT 2008,450000,38.621566,-121.370882,False,False,True
842,3212 CORNICHE LN,ROSEVILLE,95661,CA,4,3,2379,Fri May 16 00:00:00 EDT 2008,455000,38.750577,-121.232768,False,False,True
849,8217 PLUMERIA AVE,FAIR OAKS,95628,CA,3,2,3173,Fri May 16 00:00:00 EDT 2008,525000,38.650735,-121.258628,False,False,True
851,3863 LAS PASAS WAY,SACRAMENTO,95864,CA,3,1,1348,Fri May 16 00:00:00 EDT 2008,545000,38.588936,-121.373606,False,False,True
853,1165 37TH ST,SACRAMENTO,95816,CA,2,1,1252,Fri May 16 00:00:00 EDT 2008,575000,38.568438,-121.457854,False,False,True
854,203 CASCADE FALLS DR,FOLSOM,95630,CA,4,3,3229,Fri May 16 00:00:00 EDT 2008,575000,38.703962,-121.1871,False,False,True
855,9880 IZILDA CT,SACRAMENTO,95829,CA,5,4,3863,Fri May 16 00:00:00 EDT 2008,598695,38.45326,-121.32573,False,False,True
858,620 KESWICK CT,GRANITE BAY,95746,CA,4,3,2356,Fri May 16 00:00:00 EDT 2008,600000,38.732096,-121.219142,False,False,True
860,8432 BRIGGS DR,ROSEVILLE,95747,CA,5,3,3579,Fri May 16 00:00:00 EDT 2008,610000,38.78861,-121.339495,False,False,True
864,9401 BARREL RACER CT,WILTON,95693,CA,4,3,4400,Fri May 16 00:00:00 EDT 2008,884790,38.415298,-121.194858,False,False,True
866,14151 INDIO DR,SLOUGHHOUSE,95683,CA,3,4,5822,Fri May 16 00:00:00 EDT 2008,2000,38.490447,-121.129337,False,False,True
867,7401 TOULON LN,SACRAMENTO,95828,CA,4,2,1512,Thu May 15 00:00:00 EDT 2008,56950,38.488628,-121.387759,False,False,True
868,9127 NEWHALL DR Unit 34,SACRAMENTO,95826,CA,1,1,611,Thu May 15 00:00:00 EDT 2008,60000,38.542419,-121.359904,True,False,False
869,5937 BAMFORD DR,SACRAMENTO,95823,CA,2,1,876,Thu May 15 00:00:00 EDT 2008,61000,38.471139,-121.432255,False,False,True
870,5672 HILLSDALE BLVD,SACRAMENTO,95842,CA,2,1,933,Thu May 15 00:00:00 EDT 2008,62000,38.670467,-121.359799,True,False,False
871,3920 39TH ST,SACRAMENTO,95820,CA,2,1,864,Thu May 15 00:00:00 EDT 2008,68566,38.539213,-121.46393,False,False,True
872,701 JESSIE AVE,SACRAMENTO,95838,CA,2,1,1011,Thu May 15 00:00:00 EDT 2008,70000,38.643978,-121.449562,False,False,True
873,83 ARCADE BLVD,SACRAMENTO,95815,CA,4,2,1158,Thu May 15 00:00:00 EDT 2008,80000,38.618716,-121.466327,False,False,True
874,601 REGGINALD WAY,SACRAMENTO,95838,CA,3,2,1092,Thu May 15 00:00:00 EDT 2008,85500,38.64472,-121.452228,False,False,True
875,550 DEL VERDE CIR,SACRAMENTO,95833,CA,2,1,956,Thu May 15 00:00:00 EDT 2008,92000,38.627147,-121.500799,True,False,False
876,4113 DAYSTAR CT,SACRAMENTO,95824,CA,2,2,1139,Thu May 15 00:00:00 EDT 2008,93600,38.520469,-121.458606,False,False,True
877,7374 TISDALE WAY,SACRAMENTO,95822,CA,3,1,1058,Thu May 15 00:00:00 EDT 2008,95000,38.488238,-121.472561,False,False,True
878,3348 RIO LINDA BLVD,SACRAMENTO,95838,CA,3,2,1040,Thu May 15 00:00:00 EDT 2008,97750,38.628842,-121.446127,False,False,True
879,3935 LIMESTONE WAY,SACRAMENTO,95823,CA,3,2,1354,Thu May 15 00:00:00 EDT 2008,104000,38.484374,-121.463157,False,False,True
880,6208 GRATTAN WAY,NORTH HIGHLANDS,95660,CA,3,1,1051,Thu May 15 00:00:00 EDT 2008,105000,38.679279,-121.376615,False,False,True
881,739 E WOODSIDE LN Unit E,SACRAMENTO,95825,CA,1,1,682,Thu May 15 00:00:00 EDT 2008,107666,38.578675,-121.409951,True,False,False
882,4225 46TH AVE,SACRAMENTO,95824,CA,3,1,1161,Thu May 15 00:00:00 EDT 2008,109000,38.511893,-121.457676,False,False,True
883,1434 BELL AVE,SACRAMENTO,95838,CA,3,1,1004,Thu May 15 00:00:00 EDT 2008,110000,38.647398,-121.432914,False,False,True
884,5628 GEORGIA DR,NORTH HIGHLANDS,95660,CA,3,1,1229,Thu May 15 00:00:00 EDT 2008,110000,38.669587,-121.379879,False,False,True
885,7629 BETH ST,SACRAMENTO,95832,CA,3,2,1249,Thu May 15 00:00:00 EDT 2008,112500,38.480126,-121.487869,False,False,True
886,2277 BABETTE WAY,SACRAMENTO,95832,CA,3,2,1161,Thu May 15 00:00:00 EDT 2008,114800,38.479593,-121.48434,False,False,True
887,6561 WEATHERFORD WAY,SACRAMENTO,95823,CA,3,1,1010,Thu May 15 00:00:00 EDT 2008,116000,38.465551,-121.42661,False,False,True
